"CBQ600.Code.or.Value","CBQ600.Value.Description","CBQ600.Count","CBQ600.Cumulative","CBQ600.Skip.to.Item"
"1","Yes",665,665,"CBQ610"
"2","No",314,979,"DBQ890"
"7","Refused",0,979,"DBQ890"
"9","Don't know",0,979,"DBQ890"
".","Missing",1890,2869,""
