"CBQ545.Code.or.Value","CBQ545.Value.Description","CBQ545.Count","CBQ545.Cumulative","CBQ545.Skip.to.Item"
"1","Often",1490,1490,NA
"2","Sometimes",1644,3134,NA
"3","Rarely",859,3993,NA
"4","Never",1406,5399,NA
"7","Refused",0,5399,NA
"9","Don't know",4,5403,NA
".","Missing",4772,10175,NA
