"AUXRR240.Code.or.Value","AUXRR240.Value.Description","AUXRR240.Count","AUXRR240.Cumulative","AUXRR240.Skip.to.Item"
"-23 to 57","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
