"AUXLR283.Code.or.Value","AUXLR283.Value.Description","AUXLR283.Count","AUXLR283.Cumulative","AUXLR283.Skip.to.Item"
"-12 to 41","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
