"RHQ380.Code.or.Value","RHQ380.Value.Description","RHQ380.Count","RHQ380.Cumulative","RHQ380.Skip.to.Item"
"1","Yes",179,179,""
"2","No",1306,1485,"RHQ420"
"7","Refused",0,1485,"RHQ420"
"9","Don't know",3,1488,"RHQ420"
".","Missing",2377,3865,""
