"KIQ044.Code.or.Value","KIQ044.Value.Description","KIQ044.Count","KIQ044.Cumulative","KIQ044.Skip.to.Item"
"1","Yes",1183,1183,""
"2","No",3762,4945,"KIQ046"
"7","Refused",0,4945,"KIQ046"
"9","Don't know",6,4951,"KIQ046"
".","Missing",768,5719,""
