"AUQ140.Code.or.Value","AUQ140.Value.Description","AUQ140.Count","AUQ140.Cumulative","AUQ140.Skip.to.Item"
"1","Less than 1 year ago",640,640,NA
"2","1 year to 4 years ago",917,1557,NA
"3","More than 4 years ago",2267,3824,NA
"4","Never",1149,4973,NA
"7","Refused",1,4974,NA
"9","Don't know",66,5040,NA
".","Missing",4605,9645,NA
