"TYXP142.Code.or.Value","TYXP142.Value.Description","TYXP142.Count","TYXP142.Cumulative","TYXP142.Skip.to.Item"
"-296 to 102","Range of Values",3880,3880,NA
".","Missing",1705,5585,NA
