"DBD100.Code.or.Value","DBD100.Value.Description","DBD100.Count","DBD100.Cumulative","DBD100.Skip.to.Item"
"1","Rarely",2974,2974,NA
"2","Occasionally",1571,4545,NA
"3","Very often",922,5467,NA
"7","Refused",0,5467,NA
"9","Don't know",14,5481,NA
".","Missing",4063,9544,NA
