"RHQ310.Code.or.Value","RHQ310.Value.Description","RHQ310.Count","RHQ310.Cumulative","RHQ310.Skip.to.Item"
"1","Both",274,274,""
"2","One",126,400,"RHQ330"
"7","Refused",0,400,"RHQ345"
"9","Don't know",4,404,"RHQ345"
".","Missing",3461,3865,""
