"KIQ044.Code.or.Value","KIQ044.Value.Description","KIQ044.Count","KIQ044.Cumulative","KIQ044.Skip.to.Item"
"1","Yes",1087,1087,""
"2","No",3998,5085,"KIQ046"
"7","Refused",1,5086,"KIQ046"
"9","Don't know",9,5095,"KIQ046"
".","Missing",674,5769,""
