"AUQ190.Code.or.Value","AUQ190.Value.Description","AUQ190.Count","AUQ190.Cumulative","AUQ190.Skip.to.Item"
"1","Yes",1161,1161,""
"2","No",3696,4857,"AUQ210"
"7","Refused",3,4860,"AUQ210"
"9","Don't know",17,4877,"AUQ210"
".","Missing",4616,9493,""
