"FSQ650.Code.or.Value","FSQ650.Value.Description","FSQ650.Count","FSQ650.Cumulative","FSQ650.Skip.to.Item"
"1","Yes",245,245,""
"2","No",186,431,"HHfdsec"
"7","Refused",0,431,"HHfdsec"
"9","Don't know",0,431,"HHfdsec"
".","Missing",9534,9965,""
