"AUXRR140.Code.or.Value","AUXRR140.Value.Description","AUXRR140.Count","AUXRR140.Cumulative","AUXRR140.Skip.to.Item"
"-43 to 48","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
