"PAQ605.Code.or.Value","PAQ605.Value.Description","PAQ605.Count","PAQ605.Cumulative","PAQ605.Skip.to.Item"
"1","Yes",1366,1366,""
"2","No",5596,6962,"PAQ620"
"7","Refused",0,6962,"PAQ620"
"9","Don't know",4,6966,"PAQ620"
".","Missing",2289,9255,""
