"MCQ151.Code.or.Value","MCQ151.Value.Description","MCQ151.Count","MCQ151.Cumulative","MCQ151.Skip.to.Item"
"8 to 11","Range of Values",38,38,""
"77","Refused",0,38,"MCQ203"
"99","Don't know",0,38,"MCQ203"
".","Missing",9732,9770,""
