"DUQ390.Code.or.Value","DUQ390.Value.Description","DUQ390.Count","DUQ390.Cumulative","DUQ390.Skip.to.Item"
"12 to 44","Range of Values",73,73,NA
"77","Refused",0,73,NA
"99","Don't know",0,73,NA
".","Missing",3212,3285,NA
