"AUXLR226.Code.or.Value","AUXLR226.Value.Description","AUXLR226.Count","AUXLR226.Cumulative","AUXLR226.Skip.to.Item"
"-47 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
