"RFXT126.Code.or.Value","RFXT126.Value.Description","RFXT126.Count","RFXT126.Cumulative","RFXT126.Skip.to.Item"
"1097 to 1105","Range of Values",51056,51056,NA
".","Missing",20,51076,NA
