"AUDTYR16.Code.or.Value","AUDTYR16.Value.Description","AUDTYR16.Count","AUDTYR16.Cumulative","AUDTYR16.Skip.to.Item"
"0 to 1.34","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
