"RFXT042.Code.or.Value","RFXT042.Value.Description","RFXT042.Count","RFXT042.Cumulative","RFXT042.Skip.to.Item"
"354 to 363","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
