"TYXP002.Code.or.Value","TYXP002.Value.Description","TYXP002.Count","TYXP002.Cumulative","TYXP002.Skip.to.Item"
"160 to 199","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
