"TYXP057.Code.or.Value","TYXP057.Value.Description","TYXP057.Count","TYXP057.Cumulative","TYXP057.Skip.to.Item"
"-137 to 145","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
