"AUXRR167.Code.or.Value","AUXRR167.Value.Description","AUXRR167.Count","AUXRR167.Cumulative","AUXRR167.Skip.to.Item"
"-6 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
