"DUQ300.Code.or.Value","DUQ300.Value.Description","DUQ300.Count","DUQ300.Cumulative","DUQ300.Skip.to.Item"
"0 to 55","Range of Values",65,65,NA
"777","Refused",0,65,NA
"999","Don't know",0,65,NA
".","Missing",4731,4796,NA
