"OHQ849.Code.or.Value","OHQ849.Value.Description","OHQ849.Count","OHQ849.Cumulative","OHQ849.Skip.to.Item"
"1","Full load",1171,1171,NA
"2","Half load",910,2081,NA
"3","Pea size",989,3070,NA
"4","Smear",172,3242,NA
"7","Refused",0,3242,NA
"9","Don't know",9,3251,NA
".","Missing",6324,9575,NA
