"TYXP162.Code.or.Value","TYXP162.Value.Description","TYXP162.Count","TYXP162.Cumulative","TYXP162.Skip.to.Item"
"-294 to 7","Range of Values",4262,4262,NA
".","Missing",4207,8469,NA
