"AUXRR226.Code.or.Value","AUXRR226.Value.Description","AUXRR226.Count","AUXRR226.Cumulative","AUXRR226.Skip.to.Item"
"-12 to 63","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
