"LBD049LC.Code.or.Value","LBD049LC.Value.Description","LBD049LC.Count","LBD049LC.Cumulative","LBD049LC.Skip.to.Item"
"0","At or above the detection limit",1864,1864,NA
"1","Below lower detection limit",12,1876,NA
".","Missing",409,2285,NA
