"MCQ060.Code.or.Value","MCQ060.Value.Description","MCQ060.Count","MCQ060.Cumulative","MCQ060.Skip.to.Item"
"1","Yes",276,276,NA
"2","No",3846,4122,NA
"7","Refused",0,4122,NA
"9","Don't know",10,4132,NA
".","Missing",6338,10470,NA
