"AUDTYR81.Code.or.Value","AUDTYR81.Value.Description","AUDTYR81.Count","AUDTYR81.Cumulative","AUDTYR81.Skip.to.Item"
"0 to 0.19","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
