"TYXP060.Code.or.Value","TYXP060.Value.Description","TYXP060.Count","TYXP060.Cumulative","TYXP060.Skip.to.Item"
"-98 to 139","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
