"VIQ230.Code.or.Value","VIQ230.Value.Description","VIQ230.Count","VIQ230.Cumulative","VIQ230.Skip.to.Item"
"1","Yes",2380,2380,NA
"2","No",385,2765,NA
".","Missing",4215,6980,NA
