"TYXP092.Code.or.Value","TYXP092.Value.Description","TYXP092.Count","TYXP092.Cumulative","TYXP092.Skip.to.Item"
"-259 to 95","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
