"AUDTYR01.Code.or.Value","AUDTYR01.Value.Description","AUDTYR01.Count","AUDTYR01.Cumulative","AUDTYR01.Skip.to.Item"
"0 to 1.47","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
