"DIQ050.Code.or.Value","DIQ050.Value.Description","DIQ050.Count","DIQ050.Cumulative","DIQ050.Skip.to.Item"
"1","Yes",155,155,""
"2","No",9667,9822,"DID065"
"7","Refused",0,9822,"DID065"
"9","Don't know",0,9822,"DID065"
".","Missing",0,9822,""
