"AUXLR284.Code.or.Value","AUXLR284.Value.Description","AUXLR284.Count","AUXLR284.Cumulative","AUXLR284.Skip.to.Item"
"-36 to 72","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
