"CIQD102.Code.or.Value","CIQD102.Value.Description","CIQD102.Count","CIQD102.Cumulative","CIQD102.Skip.to.Item"
"0 to 14","Range of Values",21,21,NA
"77","Refuse",0,21,NA
"99","Don't know",0,21,NA
".","Missing",907,928,NA
