"MCQ053.Code.or.Value","MCQ053.Value.Description","MCQ053.Count","MCQ053.Cumulative","MCQ053.Skip.to.Item"
"1","Yes",308,308,NA
"2","No",9454,9762,NA
"7","Refused",1,9763,NA
"9","Don't know",6,9769,NA
".","Missing",1,9770,NA
