"AUDTYR32.Code.or.Value","AUDTYR32.Value.Description","AUDTYR32.Count","AUDTYR32.Cumulative","AUDTYR32.Skip.to.Item"
"0 to 1.88","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
