"WHD010.Code.or.Value","WHD010.Value.Description","WHD010.Count","WHD010.Cumulative","WHD010.Skip.to.Item"
"39 to 80","Range of Values",5860,5860,NA
"7777","Refused",0,5860,NA
"9999","Don't know",179,6039,NA
".","Missing",5,6044,NA
