"MCQ540.Code.or.Value","MCQ540.Value.Description","MCQ540.Count","MCQ540.Cumulative","MCQ540.Skip.to.Item"
"1","Yes",808,808,NA
"2","No",393,1201,NA
"7","Refused",0,1201,NA
"9","Don't know",0,1201,NA
".","Missing",7696,8897,NA
