"AUDTYL56.Code.or.Value","AUDTYL56.Value.Description","AUDTYL56.Count","AUDTYL56.Cumulative","AUDTYL56.Skip.to.Item"
"0 to 3.03","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
