"AUXLR203.Code.or.Value","AUXLR203.Value.Description","AUXLR203.Count","AUXLR203.Cumulative","AUXLR203.Skip.to.Item"
"-76 to 62","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
