"MCQ140.Code.or.Value","MCQ140.Value.Description","MCQ140.Count","MCQ140.Cumulative","MCQ140.Skip.to.Item"
"1","Yes",1388,1388,NA
"2","No",8069,9457,NA
"7","Refused",0,9457,NA
"9","Don't know",6,9463,NA
".","Missing",359,9822,NA
