"AUDTYR44.Code.or.Value","AUDTYR44.Value.Description","AUDTYR44.Count","AUDTYR44.Cumulative","AUDTYR44.Skip.to.Item"
"0 to 2.56","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
