"CIQP38.Code.or.Value","CIQP38.Value.Description","CIQP38.Count","CIQP38.Cumulative","CIQP38.Skip.to.Item"
"0 to 50","Range of Values",31,31,NA
"900","900 +",0,31,NA
"7777","Refused",0,31,NA
"9999","Don't know",0,31,NA
".","Missing",897,928,NA
