"RFXC059.Code.or.Value","RFXC059.Value.Description","RFXC059.Count","RFXC059.Cumulative","RFXC059.Skip.to.Item"
"-5.293 to 4.258","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
