"WBXA084.Code.or.Value","WBXA084.Value.Description","WBXA084.Count","WBXA084.Cumulative","WBXA084.Skip.to.Item"
"-6.8659 to 0.9985","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
