"CIQD083.Code.or.Value","CIQD083.Value.Description","CIQD083.Count","CIQD083.Cumulative","CIQD083.Skip.to.Item"
"1 to 24","Range of Values",38,38,NA
"77","Refuse",0,38,NA
"99","Don't know",0,38,NA
".","Missing",740,778,NA
