"SMD780.Code.or.Value","SMD780.Value.Description","SMD780.Count","SMD780.Cumulative","SMD780.Skip.to.Item"
"1 to 20","Range of Values",143,143,NA
"77","Refused",0,143,NA
"99","Don't know",0,143,NA
".","Missing",6615,6758,NA
