"LBD180LC.Code.or.Value","LBD180LC.Value.Description","LBD180LC.Count","LBD180LC.Cumulative","LBD180LC.Skip.to.Item"
"0","detectable result",1591,1591,NA
"1","below detectable limit",711,2302,NA
".","Missing",245,2547,NA
