"AUXLR123.Code.or.Value","AUXLR123.Value.Description","AUXLR123.Count","AUXLR123.Cumulative","AUXLR123.Skip.to.Item"
"-69 to 58","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
