"DIQ240.Code.or.Value","DIQ240.Value.Description","DIQ240.Count","DIQ240.Cumulative","DIQ240.Skip.to.Item"
"1","Yes",422,422,""
"2","No",99,521,"DID260"
"7","Refused",0,521,"DID260"
"9","Don't know",0,521,"DID260"
".","Missing",9301,9822,""
