"AUDTYR24.Code.or.Value","AUDTYR24.Value.Description","AUDTYR24.Count","AUDTYR24.Cumulative","AUDTYR24.Skip.to.Item"
"0 to 1.72","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
