"DUQ360.Code.or.Value","DUQ360.Value.Description","DUQ360.Count","DUQ360.Cumulative","DUQ360.Skip.to.Item"
"1 to 20","Range of Values",15,15,NA
"77","Refused",0,15,NA
"99","Don't know",0,15,NA
".","Missing",4610,4625,NA
