"FSD092.Code.or.Value","FSD092.Value.Description","FSD092.Count","FSD092.Cumulative","FSD092.Skip.to.Item"
"1","Yes",378,378,NA
"2","No",1374,1752,NA
"7","Refused",0,1752,NA
"9","Don't know",0,1752,NA
".","Missing",8785,10537,NA
