"AUXLR124.Code.or.Value","AUXLR124.Value.Description","AUXLR124.Count","AUXLR124.Cumulative","AUXLR124.Skip.to.Item"
"-61 to 76","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
