"SXQ741.Code.or.Value","SXQ741.Value.Description","SXQ741.Count","SXQ741.Cumulative","SXQ741.Skip.to.Item"
"1","Yes",156,156,NA
"2","No",36,192,NA
"7","Refused",0,192,NA
"9","Don't know",0,192,NA
".","Missing",4865,5057,NA
