"TYXP182.Code.or.Value","TYXP182.Value.Description","TYXP182.Count","TYXP182.Cumulative","TYXP182.Skip.to.Item"
"-296 to 3","Range of Values",1808,1808,NA
".","Missing",6661,8469,NA
