"TYXA140.Code.or.Value","TYXA140.Value.Description","TYXA140.Count","TYXA140.Cumulative","TYXA140.Skip.to.Item"
"0.125 to 6.684","Range of Values",7531,7531,NA
".","Missing",938,8469,NA
