"AUXLR218.Code.or.Value","AUXLR218.Value.Description","AUXLR218.Count","AUXLR218.Cumulative","AUXLR218.Skip.to.Item"
"-26 to 82","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
