"DBD900.Code.or.Value","DBD900.Value.Description","DBD900.Count","DBD900.Cumulative","DBD900.Skip.to.Item"
"1 to 21","Range of Values",5449,5449,NA
"0","None",1869,7318,NA
"5555","More than 21 meals per week",1,7319,NA
"7777","Refused",0,7319,NA
"9999","Don't know",5,7324,NA
".","Missing",2851,10175,NA
