"WBXA093.Code.or.Value","WBXA093.Value.Description","WBXA093.Count","WBXA093.Cumulative","WBXA093.Skip.to.Item"
"-508.2109 to 0.993","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
